DATASET                       	                   SOLVER	|B|	      |V|	      |E|	 it	   time_ms	   init_ms	   base_us	   rank_us	   diff_us	  trans_ms
europe_osm.mtx.el_gz          	             bcsc_cud_wrp	  1	 50912018	108109320	 16	   725.273	     0.000	     0.000	     0.000	     0.000	   370.855
europe_osm.mtx.el_gz          	             bcsc_cud_dyn	  1	 50912018	108109320	 16	   729.969	     0.000	     0.000	     0.000	     0.000	   369.163
europe_osm.mtx.el_gz          	             bcsc_cud_mix	  1	 50912018	108109320	 16	  1783.921	    91.191	 28101.863	     0.000	 15431.001	   351.061
europe_osm.mtx.el_gz          	             bcsc_cud_map	  2	 50912018	108109320	 16	 17931.127	     0.000	     0.000	     0.000	     0.000	   464.288
europe_osm.mtx.el_gz          	             bcsc_cud_stp	  2	 50912018	108109320	 16	 17950.336	     0.000	     0.000	     0.000	     0.000	   503.131
europe_osm.mtx.el_gz          	             bcsc_cud_wrp	  2	 50912018	108109320	 16	   890.912	     0.000	     0.000	     0.000	     0.000	   414.669
europe_osm.mtx.el_gz          	             bcsc_cud_dyn	  2	 50912018	108109320	 16	   893.625	     0.000	     0.000	     0.000	     0.000	   413.893
europe_osm.mtx.el_gz          	             bcsc_cud_mix	  2	 50912018	108109320	 16	  1814.585	    76.790	 23556.750	     0.000	 11778.612	   397.603
europe_osm.mtx.el_gz          	             bcsc_cud_map	  4	 50912018	108109320	 16	  9713.717	     0.000	     0.000	     0.000	     0.000	   602.602
europe_osm.mtx.el_gz          	             bcsc_cud_stp	  4	 50912018	108109320	 16	  9711.065	     0.000	     0.000	     0.000	     0.000	   608.405
europe_osm.mtx.el_gz          	             bcsc_cud_wrp	  4	 50912018	108109320	 16	  1237.332	     0.000	     0.000	     0.000	     0.000	   562.728
europe_osm.mtx.el_gz          	             bcsc_cud_dyn	  4	 50912018	108109320	 16	  1243.307	     0.000	     0.000	     0.000	     0.000	   574.922
europe_osm.mtx.el_gz          	             bcsc_cud_mix	  4	 50912018	108109320	 16	  1893.039	    43.281	 13831.534	     0.000	  6443.500	   563.638
europe_osm.mtx.el_gz          	             bcsc_cud_map	  8	 50912018	108109320	 16	  6014.426	     0.000	     0.000	     0.000	     0.000	   877.595
europe_osm.mtx.el_gz          	             bcsc_cud_stp	  8	 50912018	108109320	 16	  6054.116	     0.000	     0.000	     0.000	     0.000	   933.639
europe_osm.mtx.el_gz          	             bcsc_cud_wrp	  8	 50912018	108109320	 16	  1913.348	     0.000	     0.000	     0.000	     0.000	   889.129
europe_osm.mtx.el_gz          	             bcsc_cud_dyn	  8	 50912018	108109320	 16	  1896.086	     0.000	     0.000	     0.000	     0.000	   896.245
europe_osm.mtx.el_gz          	             bcsc_cud_mix	  8	 50912018	108109320	 16	  2443.761	    23.869	  8520.556	     0.000	  4401.000	   889.075
europe_osm.mtx.el_gz          	             bcsc_cud_map	 16	 50912018	108109320	 16	  5040.828	     0.000	     0.000	     0.000	     0.000	  1559.006
europe_osm.mtx.el_gz          	             bcsc_cud_stp	 16	 50912018	108109320	 16	  5077.848	     0.000	     0.000	     0.000	     0.000	  1603.202
europe_osm.mtx.el_gz          	             bcsc_cud_wrp	 16	 50912018	108109320	 16	  3264.015	     0.000	     0.000	     0.000	     0.000	  1549.897
europe_osm.mtx.el_gz          	             bcsc_cud_dyn	 16	 50912018	108109320	 16	  3215.757	     0.000	     0.000	     0.000	     0.000	  1544.573
europe_osm.mtx.el_gz          	             bcsc_cud_mix	 16	 50912018	108109320	 16	  3678.379	    17.484	  6232.200	     0.000	  4440.648	  1475.028
hugebubbles-00020.mtx.el_gz   	              csr_cud_lib	  1	 21198119	 63580358	 16	  5101.794	     0.000	     0.000	     0.000	     0.000	     6.602
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_map	  1	 21198119	 63580358	 16	 14909.812	     0.000	     0.000	     0.000	     0.000	    49.725
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_stp	  1	 21198119	 63580358	 16	 14918.072	     0.000	     0.000	     0.000	     0.000	    49.738
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_wrp	  1	 21198119	 63580358	 16	   594.855	     0.000	     0.000	     0.000	     0.000	    49.694
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_dyn	  1	 21198119	 63580358	 16	   599.803	     0.000	     0.000	     0.000	     0.000	    49.726
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_mix	  1	 21198119	 63580358	 16	  1060.799	    38.746	 12429.502	     0.000	  6619.555	    42.904
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_map	  2	 21198119	 63580358	 16	  7752.813	     0.000	     0.000	     0.000	     0.000	    50.515
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_stp	  2	 21198119	 63580358	 16	  7760.896	     0.000	     0.000	     0.000	     0.000	    50.513
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_wrp	  2	 21198119	 63580358	 16	   596.707	     0.000	     0.000	     0.000	     0.000	    50.465
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_dyn	  2	 21198119	 63580358	 16	   615.961	     0.000	     0.000	     0.000	     0.000	    50.499
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_mix	  2	 21198119	 63580358	 16	  1036.027	    35.753	 11520.134	     0.000	  5155.341	    43.756
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_map	  4	 21198119	 63580358	 16	  4183.890	     0.000	     0.000	     0.000	     0.000	    66.188
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_stp	  4	 21198119	 63580358	 16	  4181.033	     0.000	     0.000	     0.000	     0.000	    66.261
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_wrp	  4	 21198119	 63580358	 16	   603.446	     0.000	     0.000	     0.000	     0.000	    66.222
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_dyn	  4	 21198119	 63580358	 16	   658.186	     0.000	     0.000	     0.000	     0.000	    66.203
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_mix	  4	 21198119	 63580358	 16	   904.299	    19.393	  7063.611	     0.000	  2826.108	    58.579
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_map	  8	 21198119	 63580358	 16	  2454.190	     0.000	     0.000	     0.000	     0.000	    99.666
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_stp	  8	 21198119	 63580358	 16	  2430.413	     0.000	     0.000	     0.000	     0.000	    98.894
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_wrp	  8	 21198119	 63580358	 16	   648.572	     0.000	     0.000	     0.000	     0.000	    98.959
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_dyn	  8	 21198119	 63580358	 16	   872.777	     0.000	     0.000	     0.000	     0.000	    98.943
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_mix	  8	 21198119	 63580358	 16	   912.685	    13.364	  5033.417	     0.000	  2537.172	    89.939
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_map	 16	 21198119	 63580358	 16	  1791.925	     0.000	     0.000	     0.000	     0.000	   179.418
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_stp	 16	 21198119	 63580358	 16	  1700.888	     0.000	     0.000	     0.000	     0.000	   178.976
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_wrp	 16	 21198119	 63580358	 16	   836.822	     0.000	     0.000	     0.000	     0.000	   178.912
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_dyn	 16	 21198119	 63580358	 16	  1432.819	     0.000	     0.000	     0.000	     0.000	   180.373
hugebubbles-00020.mtx.el_gz   	             bcsr_cud_mix	 16	 21198119	 63580358	 16	  1034.377	     8.175	  2598.510	     0.000	  1867.424	   167.003
hugebubbles-00020.mtx.el_gz   	              csc_cud_lib	  1	 21198119	 63580358	 16	   370.854	     0.000	     0.000	     0.000	     0.000	     6.604
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_map	  1	 21198119	 63580358	 16	 15025.375	     0.000	     0.000	     0.000	     0.000	   172.405
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_stp	  1	 21198119	 63580358	 16	 14834.331	     0.000	     0.000	     0.000	     0.000	   202.817
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_wrp	  1	 21198119	 63580358	 16	   497.111	     0.000	     0.000	     0.000	     0.000	   172.017
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_dyn	  1	 21198119	 63580358	 16	   500.873	     0.000	     0.000	     0.000	     0.000	   172.210
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_mix	  1	 21198119	 63580358	 16	   969.826	    38.425	 12292.331	     0.000	  6507.758	   178.199
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_map	  2	 21198119	 63580358	 16	  7942.222	     0.000	     0.000	     0.000	     0.000	   220.263
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_stp	  2	 21198119	 63580358	 16	  7698.535	     0.000	     0.000	     0.000	     0.000	   199.180
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_wrp	  2	 21198119	 63580358	 16	   543.403	     0.000	     0.000	     0.000	     0.000	   201.117
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_dyn	  2	 21198119	 63580358	 16	   551.621	     0.000	     0.000	     0.000	     0.000	   199.899
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_mix	  2	 21198119	 63580358	 16	   891.358	    34.627	  8409.465	     0.000	  4005.326	   190.488
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_map	  4	 21198119	 63580358	 16	  4453.797	     0.000	     0.000	     0.000	     0.000	   279.379
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_stp	  4	 21198119	 63580358	 16	  4235.760	     0.000	     0.000	     0.000	     0.000	   281.142
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_wrp	  4	 21198119	 63580358	 16	   646.382	     0.000	     0.000	     0.000	     0.000	   264.793
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_dyn	  4	 21198119	 63580358	 16	   660.931	     0.000	     0.000	     0.000	     0.000	   265.716
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_mix	  4	 21198119	 63580358	 16	   901.541	    19.492	  4944.454	     0.000	  2334.646	   255.770
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_map	  8	 21198119	 63580358	 16	  2823.680	     0.000	     0.000	     0.000	     0.000	   394.762
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_stp	  8	 21198119	 63580358	 16	  2640.198	     0.000	     0.000	     0.000	     0.000	   395.300
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_wrp	  8	 21198119	 63580358	 16	   901.674	     0.000	     0.000	     0.000	     0.000	   396.201
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_dyn	  8	 21198119	 63580358	 16	   919.943	     0.000	     0.000	     0.000	     0.000	   392.911
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_mix	  8	 21198119	 63580358	 16	  1185.273	    12.570	  5001.751	     0.000	  2556.018	   406.537
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_map	 16	 21198119	 63580358	 16	  2359.665	     0.000	     0.000	     0.000	     0.000	   674.372
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_stp	 16	 21198119	 63580358	 16	  2220.134	     0.000	     0.000	     0.000	     0.000	   666.634
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_wrp	 16	 21198119	 63580358	 16	  1481.792	     0.000	     0.000	     0.000	     0.000	   671.088
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_dyn	 16	 21198119	 63580358	 16	  1500.503	     0.000	     0.000	     0.000	     0.000	   659.179
hugebubbles-00020.mtx.el_gz   	             bcsc_cud_mix	 16	 21198119	 63580358	 16	  1729.611	     9.911	  2632.464	     0.000	  1869.388	   687.084
cit-Patents.mtx.el_gz         	              csr_cud_lib	  1	  3774768	 16518947	 16	  2356.956	     0.000	     0.000	     0.000	     0.000	     1.193
cit-Patents.mtx.el_gz         	             bcsr_cud_map	  1	  3774768	 16518947	 16	  2709.673	     0.000	     0.000	     0.000	     0.000	    12.588
cit-Patents.mtx.el_gz         	             bcsr_cud_stp	  1	  3774768	 16518947	 16	  2710.468	     0.000	     0.000	     0.000	     0.000	    12.533
cit-Patents.mtx.el_gz         	             bcsr_cud_wrp	  1	  3774768	 16518947	 16	   244.616	     0.000	     0.000	     0.000	     0.000	    12.628
cit-Patents.mtx.el_gz         	             bcsr_cud_dyn	  1	  3774768	 16518947	 16	   250.337	     0.000	     0.000	     0.000	     0.000	    12.624
cit-Patents.mtx.el_gz         	             bcsr_cud_mix	  1	  3774768	 16518947	 16	   377.782	     7.741	  4671.120	     0.000	  1396.482	    10.796
cit-Patents.mtx.el_gz         	             bcsr_cud_map	  2	  3774768	 16518947	 16	  1407.901	     0.000	     0.000	     0.000	     0.000	    12.321
cit-Patents.mtx.el_gz         	             bcsr_cud_stp	  2	  3774768	 16518947	 16	  1410.956	     0.000	     0.000	     0.000	     0.000	    12.321
cit-Patents.mtx.el_gz         	             bcsr_cud_wrp	  2	  3774768	 16518947	 16	   169.237	     0.000	     0.000	     0.000	     0.000	    12.276
cit-Patents.mtx.el_gz         	             bcsr_cud_dyn	  2	  3774768	 16518947	 16	   175.266	     0.000	     0.000	     0.000	     0.000	    12.263
cit-Patents.mtx.el_gz         	             bcsr_cud_mix	  2	  3774768	 16518947	 16	   267.578	     5.562	  3011.700	     0.000	   864.713	    11.471
cit-Patents.mtx.el_gz         	             bcsr_cud_map	  4	  3774768	 16518947	 16	   722.225	     0.000	     0.000	     0.000	     0.000	    16.126
cit-Patents.mtx.el_gz         	             bcsr_cud_stp	  4	  3774768	 16518947	 16	   719.997	     0.000	     0.000	     0.000	     0.000	    16.132
cit-Patents.mtx.el_gz         	             bcsr_cud_wrp	  4	  3774768	 16518947	 16	    97.884	     0.000	     0.000	     0.000	     0.000	    16.092
cit-Patents.mtx.el_gz         	             bcsr_cud_dyn	  4	  3774768	 16518947	 16	   109.882	     0.000	     0.000	     0.000	     0.000	    16.089
cit-Patents.mtx.el_gz         	             bcsr_cud_mix	  4	  3774768	 16518947	 16	   170.040	     3.348	  1850.714	     0.000	   565.736	    14.968
cit-Patents.mtx.el_gz         	             bcsr_cud_map	  8	  3774768	 16518947	 16	   422.188	     0.000	     0.000	     0.000	     0.000	    24.811
cit-Patents.mtx.el_gz         	             bcsr_cud_stp	  8	  3774768	 16518947	 16	   414.815	     0.000	     0.000	     0.000	     0.000	    24.925
cit-Patents.mtx.el_gz         	             bcsr_cud_wrp	  8	  3774768	 16518947	 16	   110.161	     0.000	     0.000	     0.000	     0.000	    24.894
cit-Patents.mtx.el_gz         	             bcsr_cud_dyn	  8	  3774768	 16518947	 16	   147.192	     0.000	     0.000	     0.000	     0.000	    24.817
cit-Patents.mtx.el_gz         	             bcsr_cud_mix	  8	  3774768	 16518947	 16	   165.989	     2.283	  1120.763	     0.000	   422.622	    23.379
cit-Patents.mtx.el_gz         	             bcsr_cud_map	 16	  3774768	 16518947	 16	   340.263	     0.000	     0.000	     0.000	     0.000	    46.595
cit-Patents.mtx.el_gz         	             bcsr_cud_stp	 16	  3774768	 16518947	 16	   321.051	     0.000	     0.000	     0.000	     0.000	    46.328
cit-Patents.mtx.el_gz         	             bcsr_cud_wrp	 16	  3774768	 16518947	 16	   183.299	     0.000	     0.000	     0.000	     0.000	    50.812
cit-Patents.mtx.el_gz         	             bcsr_cud_dyn	 16	  3774768	 16518947	 16	   271.510	     0.000	     0.000	     0.000	     0.000	    50.865
cit-Patents.mtx.el_gz         	             bcsr_cud_mix	 16	  3774768	 16518947	 16	   269.663	     3.448	  1551.969	     0.000	   881.738	    48.787
cit-Patents.mtx.el_gz         	              csc_cud_lib	  1	  3774768	 16518947	 16	   131.164	     0.000	     0.000	     0.000	     0.000	     1.186
cit-Patents.mtx.el_gz         	             bcsc_cud_map	  1	  3774768	 16518947	 16	  2721.916	     0.000	     0.000	     0.000	     0.000	    40.375
cit-Patents.mtx.el_gz         	             bcsc_cud_stp	  1	  3774768	 16518947	 16	  2611.743	     0.000	     0.000	     0.000	     0.000	    39.575
cit-Patents.mtx.el_gz         	             bcsc_cud_wrp	  1	  3774768	 16518947	 16	   143.405	     0.000	     0.000	     0.000	     0.000	    39.684
cit-Patents.mtx.el_gz         	             bcsc_cud_dyn	  1	  3774768	 16518947	 16	   144.923	     0.000	     0.000	     0.000	     0.000	    40.612
cit-Patents.mtx.el_gz         	             bcsc_cud_mix	  1	  3774768	 16518947	 16	   283.758	     7.840	  4791.768	     0.000	  1279.701	    45.471
cit-Patents.mtx.el_gz         	             bcsc_cud_map	  2	  3774768	 16518947	 16	  1464.194	     0.000	     0.000	     0.000	     0.000	    45.478
cit-Patents.mtx.el_gz         	             bcsc_cud_stp	  2	  3774768	 16518947	 16	  1368.251	     0.000	     0.000	     0.000	     0.000	    44.071
cit-Patents.mtx.el_gz         	             bcsc_cud_wrp	  2	  3774768	 16518947	 16	   130.997	     0.000	     0.000	     0.000	     0.000	    46.386
cit-Patents.mtx.el_gz         	             bcsc_cud_dyn	  2	  3774768	 16518947	 16	   134.252	     0.000	     0.000	     0.000	     0.000	    44.012
cit-Patents.mtx.el_gz         	             bcsc_cud_mix	  2	  3774768	 16518947	 16	   229.287	     7.007	  3286.991	     0.000	   756.941	    45.071
cit-Patents.mtx.el_gz         	             bcsc_cud_map	  4	  3774768	 16518947	 16	   814.401	     0.000	     0.000	     0.000	     0.000	    59.074
cit-Patents.mtx.el_gz         	             bcsc_cud_stp	  4	  3774768	 16518947	 16	   740.533	     0.000	     0.000	     0.000	     0.000	    57.071
cit-Patents.mtx.el_gz         	             bcsc_cud_wrp	  4	  3774768	 16518947	 16	   131.365	     0.000	     0.000	     0.000	     0.000	    59.322
cit-Patents.mtx.el_gz         	             bcsc_cud_dyn	  4	  3774768	 16518947	 16	   127.208	     0.000	     0.000	     0.000	     0.000	    58.702
cit-Patents.mtx.el_gz         	             bcsc_cud_mix	  4	  3774768	 16518947	 16	   207.509	     4.215	  2007.465	     0.000	   687.418	    57.018
cit-Patents.mtx.el_gz         	             bcsc_cud_map	  8	  3774768	 16518947	 16	   497.694	     0.000	     0.000	     0.000	     0.000	    85.030
cit-Patents.mtx.el_gz         	             bcsc_cud_stp	  8	  3774768	 16518947	 16	   484.759	     0.000	     0.000	     0.000	     0.000	    85.764
cit-Patents.mtx.el_gz         	             bcsc_cud_wrp	  8	  3774768	 16518947	 16	   194.405	     0.000	     0.000	     0.000	     0.000	    86.747
cit-Patents.mtx.el_gz         	             bcsc_cud_dyn	  8	  3774768	 16518947	 16	   190.224	     0.000	     0.000	     0.000	     0.000	    85.130
cit-Patents.mtx.el_gz         	             bcsc_cud_mix	  8	  3774768	 16518947	 16	   258.153	     2.625	  1298.093	     0.000	   527.295	    83.427
cit-Patents.mtx.el_gz         	             bcsc_cud_map	 16	  3774768	 16518947	 16	   444.081	     0.000	     0.000	     0.000	     0.000	   145.299
cit-Patents.mtx.el_gz         	             bcsc_cud_stp	 16	  3774768	 16518947	 16	   438.561	     0.000	     0.000	     0.000	     0.000	   145.058
cit-Patents.mtx.el_gz         	             bcsc_cud_wrp	 16	  3774768	 16518947	 16	   318.880	     0.000	     0.000	     0.000	     0.000	   145.067
cit-Patents.mtx.el_gz         	             bcsc_cud_dyn	 16	  3774768	 16518947	 16	   328.571	     0.000	     0.000	     0.000	     0.000	   145.008
cit-Patents.mtx.el_gz         	             bcsc_cud_mix	 16	  3774768	 16518947	 16	   398.794	     1.823	   630.809	     0.000	   339.094	   155.641
wb-edu.mtx.el_gz              	              csr_cud_lib	  1	  9450404	 55311626	 16	   924.583	     0.000	     0.000	     0.000	     0.000	     2.952
wb-edu.mtx.el_gz              	             bcsr_cud_map	  1	  9450404	 55311626	 16	  6351.671	     0.000	     0.000	     0.000	     0.000	    37.272# NO MATCH (diff=0%, sum=1.002978)
wb-edu.mtx.el_gz              	             bcsr_cud_stp	  1	  9450404	 55311626	 16	  6358.629	     0.000	     0.000	     0.000	     0.000	    37.279# NO MATCH (diff=0%, sum=1.002978)
wb-edu.mtx.el_gz              	             bcsr_cud_wrp	  1	  9450404	 55311626	 16	   252.217	     0.000	     0.000	     0.000	     0.000	    37.257
wb-edu.mtx.el_gz              	             bcsr_cud_dyn	  1	  9450404	 55311626	 16	   258.961	     0.000	     0.000	     0.000	     0.000	    37.287
wb-edu.mtx.el_gz              	             bcsr_cud_mix	  1	  9450404	 55311626	 16	   661.419	    18.133	 17621.208	     0.000	  3061.963	    34.105# NO MATCH (diff=0%, sum=1.002978)
wb-edu.mtx.el_gz              	             bcsr_cud_map	  2	  9450404	 55311626	 16	  3292.008	     0.000	     0.000	     0.000	     0.000	    32.686# NO MATCH (diff=0%, sum=0.998986)
wb-edu.mtx.el_gz              	             bcsr_cud_stp	  2	  9450404	 55311626	 16	  3297.089	     0.000	     0.000	     0.000	     0.000	    32.683# NO MATCH (diff=0%, sum=0.998986)
wb-edu.mtx.el_gz              	             bcsr_cud_wrp	  2	  9450404	 55311626	 16	   247.737	     0.000	     0.000	     0.000	     0.000	    32.635
wb-edu.mtx.el_gz              	             bcsr_cud_dyn	  2	  9450404	 55311626	 16	   225.983	     0.000	     0.000	     0.000	     0.000	    32.629
wb-edu.mtx.el_gz              	             bcsr_cud_mix	  2	  9450404	 55311626	 16	   575.947	    16.778	 13321.626	     0.000	  1862.366	    29.708# NO MATCH (diff=0%, sum=0.998986)
wb-edu.mtx.el_gz              	             bcsr_cud_map	  4	  9450404	 55311626	 16	  1790.124	     0.000	     0.000	     0.000	     0.000	    40.451
wb-edu.mtx.el_gz              	             bcsr_cud_stp	  4	  9450404	 55311626	 16	  1794.766	     0.000	     0.000	     0.000	     0.000	    40.430
wb-edu.mtx.el_gz              	             bcsr_cud_wrp	  4	  9450404	 55311626	 16	   277.870	     0.000	     0.000	     0.000	     0.000	    40.405
wb-edu.mtx.el_gz              	             bcsr_cud_dyn	  4	  9450404	 55311626	 16	   251.026	     0.000	     0.000	     0.000	     0.000	    40.419
wb-edu.mtx.el_gz              	             bcsr_cud_mix	  4	  9450404	 55311626	 16	   487.301	     8.831	  7635.040	     0.000	  1140.338	    36.951
wb-edu.mtx.el_gz              	             bcsr_cud_map	  8	  9450404	 55311626	 16	  1082.430	     0.000	     0.000	     0.000	     0.000	    57.297
wb-edu.mtx.el_gz              	             bcsr_cud_stp	  8	  9450404	 55311626	 16	  1077.512	     0.000	     0.000	     0.000	     0.000	    57.303
wb-edu.mtx.el_gz              	             bcsr_cud_wrp	  8	  9450404	 55311626	 16	   347.439	     0.000	     0.000	     0.000	     0.000	    57.276
wb-edu.mtx.el_gz              	             bcsr_cud_dyn	  8	  9450404	 55311626	 16	   357.897	     0.000	     0.000	     0.000	     0.000	    57.287
wb-edu.mtx.el_gz              	             bcsr_cud_mix	  8	  9450404	 55311626	 16	   510.423	     6.056	  4582.833	     0.000	   979.315	    55.633
wb-edu.mtx.el_gz              	             bcsr_cud_map	 16	  9450404	 55311626	 16	   838.638	     0.000	     0.000	     0.000	     0.000	    97.185
wb-edu.mtx.el_gz              	             bcsr_cud_stp	 16	  9450404	 55311626	 16	   811.010	     0.000	     0.000	     0.000	     0.000	    97.257
wb-edu.mtx.el_gz              	             bcsr_cud_wrp	 16	  9450404	 55311626	 16	   498.152	     0.000	     0.000	     0.000	     0.000	    97.196
