DATASET                       	                   SOLVER	|B|	      |V|	      |E|	 it	   time_ms	   init_ms	   base_us	   rank_us	   diff_us	  trans_ms
erdos_renyi_1M_32.gen.el_gz   	    kern_rank_omp_bin_col	  1	  1048576	 33552633	 10	   145.326	     3.653	     0.000	 14067.805	     0.000	     0.000
erdos_renyi_1M_32.gen.el_gz   	    kern_rank_cud_stp_col	  1	  1048576	 33552633	 10	   127.569	     0.920	     0.000	 10486.395	     0.000	    11.508
erdos_renyi_1M_32.gen.el_gz   	    kern_rank_cud_wrp_col	  1	  1048576	 33552633	 10	   109.241	     0.919	     0.000	  8653.082	     0.000	    11.507
erdos_renyi_1M_32.gen.el_gz   	    kern_rank_cud_dyn_col	  1	  1048576	 33552633	 10	    95.739	     0.918	     0.000	  7301.731	     0.000	    11.510
erdos_renyi_1M_32.gen.el_gz   	    kern_rank_cud_lib_col	  1	  1048576	 33552633	 10	   117.315	     1.515	     0.000	  8564.925	     0.000	    11.517
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_cpu_lib_col	  1	  1048247	  4194302	 10	   213.500	     5.367	     0.000	 20755.971	     0.000	     0.000
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_omp_stp_col	  1	  1048247	  4194302	 10	    30.665	     2.456	     0.000	  2758.873	     0.000	     0.000
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_omp_bin_col	  1	  1048247	  4194302	 10	    26.281	     2.191	     0.000	  2346.499	     0.000	     0.000
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_cud_stp_col	  1	  1048247	  4194302	 10	    19.254	     0.794	     0.000	  1353.565	     0.000	     2.068
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_cud_wrp_col	  1	  1048247	  4194302	 10	    17.179	     0.787	     0.000	  1146.531	     0.000	     2.067
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_cud_dyn_col	  1	  1048247	  4194302	 10	    18.519	     0.791	     0.000	  1279.896	     0.000	     2.066
erdos_renyi_1M_4.gen.el_gz    	    kern_rank_cud_lib_col	  1	  1048247	  4194302	 10	    20.446	     0.846	     0.000	  1386.808	     0.000	     2.068
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_cpu_lib_col	  1	  1048576	  1899565	 10	   104.554	     4.544	     0.000	  9916.592	     0.000	     0.000
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_omp_stp_col	  1	  1048576	  1899565	 10	    25.923	     3.809	     0.000	  2113.802	     0.000	     0.000
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_omp_bin_col	  1	  1048576	  1899565	 10	    20.879	     3.635	     0.000	  1625.799	     0.000	     0.000
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_cud_stp_col	  1	  1048576	  1899565	 10	     6.292	     0.767	     0.000	   194.115	     0.000	     1.329
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_cud_wrp_col	  1	  1048576	  1899565	 10	     6.685	     0.765	     0.000	   233.445	     0.000	     1.329
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_cud_dyn_col	  1	  1048576	  1899565	 10	     6.959	     0.771	     0.000	   259.861	     0.000	     1.328
erdos_renyi_1M_64.gen.el_gz   	    kern_rank_cud_lib_col	  1	  1048576	  1899565	 10	     7.627	     0.789	     0.000	   301.264	     0.000	     1.330
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_cpu_lib_col	  1	  1048575	  8388602	 10	   420.932	    10.343	     0.000	 40972.979	     0.000	     0.000
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_omp_stp_col	  1	  1048575	  8388602	 10	    48.249	     3.497	     0.000	  4374.850	     0.000	     0.000
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_omp_bin_col	  1	  1048575	  8388602	 10	    46.116	     3.427	     0.000	  4168.011	     0.000	     0.000
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_cud_stp_col	  1	  1048575	  8388602	 10	    34.209	     0.828	     0.000	  2533.696	     0.000	     3.427
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_cud_wrp_col	  1	  1048575	  8388602	 10	    33.016	     0.832	     0.000	  2413.730	     0.000	     3.420
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_cud_dyn_col	  1	  1048575	  8388602	 10	    32.765	     0.806	     0.000	  2430.832	     0.000	     3.417
erdos_renyi_1M_8.gen.el_gz    	    kern_rank_cud_lib_col	  1	  1048575	  8388602	 10	    35.280	     0.943	     0.000	  2486.650	     0.000	     3.418
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_cpu_lib_col	  1	   256000	  8191961	 10	   397.899	     8.732	     0.000	 38873.535	     0.000	     0.000
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_omp_stp_col	  1	   256000	  8191961	 10	    38.551	     1.605	     0.000	  3645.944	     0.000	     0.000
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_omp_bin_col	  1	   256000	  8191961	 10	    34.700	     1.509	     0.000	  3271.532	     0.000	     0.000
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_cud_stp_col	  1	   256000	  8191961	 10	    14.356	     0.787	     0.000	   780.272	     0.000	     2.834
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_cud_wrp_col	  1	   256000	  8191961	 10	    13.379	     0.784	     0.000	   683.427	     0.000	     2.835
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_cud_dyn_col	  1	   256000	  8191961	 10	    11.670	     0.783	     0.000	   512.544	     0.000	     2.834
erdos_renyi_250K_32.gen.el_gz 	    kern_rank_cud_lib_col	  1	   256000	  8191961	 10	    13.912	     0.928	     0.000	   518.011	     0.000	     2.832
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_cpu_lib_col	  1	  2097152	 67107015	 10	  3403.608	    71.788	     0.000	332995.957	     0.000	     0.000
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_omp_stp_col	  1	  2097152	 67107015	 10	   293.856	     6.214	     0.000	 28607.378	     0.000	     0.000
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_omp_bin_col	  1	  2097152	 67107015	 10	   289.131	     6.238	     0.000	 28134.510	     0.000	     0.000
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_cud_stp_col	  1	  2097152	 67107015	 10	   349.677	     3.768	     0.000	 30557.213	     0.000	    22.976
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_cud_wrp_col	  1	  2097152	 67107015	 10	   290.599	     3.869	     0.000	 24651.195	     0.000	    22.973
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_cud_dyn_col	  1	  2097152	 67107015	 10	   294.712	     3.871	     0.000	 25060.822	     0.000	    22.975
erdos_renyi_2M_32.gen.el_gz   	    kern_rank_cud_lib_col	  1	  2097152	 67107015	 10	   342.373	    17.429	     0.000	 28142.098	     0.000	    22.976
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_cpu_lib_col	  1	  4194304	134213774	 10	  7132.905	   144.744	     0.000	698461.730	     0.000	     0.000
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_omp_stp_col	  1	  4194304	134213774	 10	   629.314	    13.178	     0.000	 61347.191	     0.000	     0.000
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_omp_bin_col	  1	  4194304	134213774	 10	   631.673	    13.104	     0.000	 61590.262	     0.000	     0.000
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_cud_stp_col	  1	  4194304	134213774	 10	   842.860	    18.121	     0.000	 75672.391	     0.000	    45.886
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_cud_wrp_col	  1	  4194304	134213774	 10	   708.589	    18.305	     0.000	 62245.427	     0.000	    45.884
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_cud_dyn_col	  1	  4194304	134213774	 10	   730.056	    18.285	     0.000	 64392.155	     0.000	    45.883
erdos_renyi_4M_32.gen.el_gz   	    kern_rank_cud_lib_col	  1	  4194304	134213774	 10	   820.923	    30.909	     0.000	 70211.901	     0.000	    62.508
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_cpu_lib_col	  1	   512000	 16383977	 10	   809.848	    17.211	     0.000	 79194.431	     0.000	     0.000
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_omp_stp_col	  1	   512000	 16383977	 10	    73.542	     2.815	     0.000	  6984.465	     0.000	     0.000
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_omp_bin_col	  1	   512000	 16383977	 10	    73.122	     2.875	     0.000	  6935.109	     0.000	     0.000
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_cud_stp_col	  1	   512000	 16383977	 10	    35.975	     0.821	     0.000	  2422.349	     0.000	     5.639
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_cud_wrp_col	  1	   512000	 16383977	 10	    25.372	     0.823	     0.000	  1362.597	     0.000	     5.633
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_cud_dyn_col	  1	   512000	 16383977	 10	    21.756	     0.822	     0.000	  1001.190	     0.000	     5.634
erdos_renyi_500K_32.gen.el_gz 	    kern_rank_cud_lib_col	  1	   512000	 16383977	 10	    42.392	     1.115	     0.000	  2634.179	     0.000	     5.635
kronecker_1M_128.gen.el_gz    	    kern_rank_cpu_lib_col	  1	   890060	108818575	 10	  4941.571	   111.725	     0.000	482810.929	     0.000	     0.000
kronecker_1M_128.gen.el_gz    	    kern_rank_omp_stp_col	  1	   890060	108818575	 10	   402.060	     3.380	     0.000	 39776.975	     0.000	     0.000
kronecker_1M_128.gen.el_gz    	    kern_rank_omp_bin_col	  1	   890060	108818575	 10	   396.364	     3.374	     0.000	 39208.108	     0.000	     0.000
kronecker_1M_128.gen.el_gz    	    kern_rank_cud_stp_col	  1	   890060	108818575	 10	   270.245	    14.215	     0.000	 20351.778	     0.000	    35.636
kronecker_1M_128.gen.el_gz    	    kern_rank_cud_wrp_col	  1	   890060	108818575	 10	   183.521	    12.976	     0.000	 11803.045	     0.000	    35.640
kronecker_1M_128.gen.el_gz    	    kern_rank_cud_dyn_col	  1	   890060	108818575	 10	   152.838	    12.983	     0.000	  8733.978	     0.000	    35.637
kronecker_1M_128.gen.el_gz    	    kern_rank_cud_lib_col	  1	   890060	108818575	 10	   283.186	    26.747	     0.000	 19092.802	     0.000	    45.248
kronecker_1M_16.gen.el_gz     	    kern_rank_cpu_lib_col	  1	   646123	 15700369	 10	   732.964	    17.459	     0.000	 71472.134	     0.000	     0.000
kronecker_1M_16.gen.el_gz     	    kern_rank_omp_stp_col	  1	   646123	 15700369	 10	    68.738	     2.876	     0.000	  6493.859	     0.000	     0.000
kronecker_1M_16.gen.el_gz     	    kern_rank_omp_bin_col	  1	   646123	 15700369	 10	    67.939	     2.914	     0.000	  6410.576	     0.000	     0.000
kronecker_1M_16.gen.el_gz     	    kern_rank_cud_stp_col	  1	   646123	 15700369	 10	    37.987	     0.814	     0.000	  2639.114	     0.000	     5.507
kronecker_1M_16.gen.el_gz     	    kern_rank_cud_wrp_col	  1	   646123	 15700369	 10	    35.688	     0.813	     0.000	  2408.443	     0.000	     5.506
kronecker_1M_16.gen.el_gz     	    kern_rank_cud_dyn_col	  1	   646123	 15700369	 10	    24.885	     0.806	     0.000	  1328.491	     0.000	     5.507
kronecker_1M_16.gen.el_gz     	    kern_rank_cud_lib_col	  1	   646123	 15700369	 10	    54.524	     1.077	     0.000	  3884.053	     0.000	     5.509
kronecker_1M_1.gen.el_gz      	    kern_rank_cpu_lib_col	  1	   266101	  1039633	 10	    36.593	     1.289	     0.000	  3504.120	     0.000	     0.000
kronecker_1M_1.gen.el_gz      	    kern_rank_omp_stp_col	  1	   266101	  1039633	 10	    10.073	     1.393	     0.000	   832.434	     0.000	     0.000
kronecker_1M_1.gen.el_gz      	    kern_rank_omp_bin_col	  1	   266101	  1039633	 10	     9.358	     1.377	     0.000	   764.587	     0.000	     0.000
kronecker_1M_1.gen.el_gz      	    kern_rank_cud_stp_col	  1	   266101	  1039633	 10	     4.166	     0.744	     0.000	   177.685	     0.000	     0.543
kronecker_1M_1.gen.el_gz      	    kern_rank_cud_wrp_col	  1	   266101	  1039633	 10	     4.593	     0.793	     0.000	   215.174	     0.000	     0.544
kronecker_1M_1.gen.el_gz      	    kern_rank_cud_dyn_col	  1	   266101	  1039633	 10	     4.207	     0.748	     0.000	   181.341	     0.000	     0.545
kronecker_1M_1.gen.el_gz      	    kern_rank_cud_lib_col	  1	   266101	  1039633	 10	     6.421	     0.754	     0.000	   380.563	     0.000	     0.543
kronecker_1M_2.gen.el_gz      	    kern_rank_cpu_lib_col	  1	   351219	  2065558	 10	    77.303	     2.213	     0.000	  7458.855	     0.000	     0.000
kronecker_1M_2.gen.el_gz      	    kern_rank_omp_stp_col	  1	   351219	  2065558	 10	    14.506	     1.890	     0.000	  1209.689	     0.000	     0.000
kronecker_1M_2.gen.el_gz      	    kern_rank_omp_bin_col	  1	   351219	  2065558	 10	    13.023	     1.801	     0.000	  1073.260	     0.000	     0.000
kronecker_1M_2.gen.el_gz      	    kern_rank_cud_stp_col	  1	   351219	  2065558	 10	     6.527	     0.753	     0.000	   336.410	     0.000	     0.932
kronecker_1M_2.gen.el_gz      	    kern_rank_cud_wrp_col	  1	   351219	  2065558	 10	     6.920	     0.771	     0.000	   374.192	     0.000	     0.929
kronecker_1M_2.gen.el_gz      	    kern_rank_cud_dyn_col	  1	   351219	  2065558	 10	     5.895	     0.755	     0.000	   274.954	     0.000	     0.928
kronecker_1M_2.gen.el_gz      	    kern_rank_cud_lib_col	  1	   351219	  2065558	 10	    10.710	     0.784	     0.000	   706.552	     0.000	     0.929
kronecker_1M_32.gen.el_gz     	    kern_rank_cpu_lib_col	  1	   739463	 30342337	 10	  1422.193	    32.383	     0.000	138884.327	     0.000	     0.000
kronecker_1M_32.gen.el_gz     	    kern_rank_omp_stp_col	  1	   739463	 30342337	 10	   117.751	     2.998	     0.000	 11389.150	     0.000	     0.000
kronecker_1M_32.gen.el_gz     	    kern_rank_omp_bin_col	  1	   739463	 30342337	 10	   117.571	     3.008	     0.000	 11369.937	     0.000	     0.000
kronecker_1M_32.gen.el_gz     	    kern_rank_cud_stp_col	  1	   739463	 30342337	 10	    73.710	     0.891	     0.000	  5345.339	     0.000	    10.280
kronecker_1M_32.gen.el_gz     	    kern_rank_cud_wrp_col	  1	   739463	 30342337	 10	    59.279	     0.886	     0.000	  3901.766	     0.000	    10.280
kronecker_1M_32.gen.el_gz     	    kern_rank_cud_dyn_col	  1	   739463	 30342337	 10	    55.597	     0.887	     0.000	  3533.326	     0.000	    10.281
kronecker_1M_32.gen.el_gz     	    kern_rank_cud_lib_col	  1	   739463	 30342337	 10	   107.857	     1.451	     0.000	  7943.782	     0.000	    10.282
kronecker_1M_4.gen.el_gz      	    kern_rank_cpu_lib_col	  1	   446508	  4087638	 10	   196.949	     5.126	     0.000	 19122.989	     0.000	     0.000
kronecker_1M_4.gen.el_gz      	    kern_rank_omp_stp_col	  1	   446508	  4087638	 10	    23.340	     2.478	     0.000	  2005.389	     0.000	     0.000
kronecker_1M_4.gen.el_gz      	    kern_rank_omp_bin_col	  1	   446508	  4087638	 10	    19.579	     2.229	     0.000	  1657.212	     0.000	     0.000
kronecker_1M_4.gen.el_gz      	    kern_rank_cud_stp_col	  1	   446508	  4087638	 10	    10.792	     0.766	     0.000	   625.221	     0.000	     1.641
kronecker_1M_4.gen.el_gz      	    kern_rank_cud_wrp_col	  1	   446508	  4087638	 10	    11.281	     0.764	     0.000	   676.666	     0.000	     1.642
kronecker_1M_4.gen.el_gz      	    kern_rank_cud_dyn_col	  1	   446508	  4087638	 10	     8.732	     0.762	     0.000	   421.979	     0.000	     1.642
kronecker_1M_4.gen.el_gz      	    kern_rank_cud_lib_col	  1	   446508	  4087638	 10	    19.037	     0.832	     0.000	  1350.328	     0.000	     1.642
kronecker_1M_64.gen.el_gz     	    kern_rank_cpu_lib_col	  1	   821839	 57895400	 10	  2626.214	    59.521	     0.000	256547.962	     0.000	     0.000
kronecker_1M_64.gen.el_gz     	    kern_rank_omp_stp_col	  1	   821839	 57895400	 10	   257.157	     3.299	     0.000	 25288.831	     0.000	     0.000
kronecker_1M_64.gen.el_gz     	    kern_rank_omp_bin_col	  1	   821839	 57895400	 10	   246.710	     3.207	     0.000	 24254.401	     0.000	     0.000
kronecker_1M_64.gen.el_gz     	    kern_rank_cud_stp_col	  1	   821839	 57895400	 10	   141.853	     1.031	     0.000	 10540.154	     0.000	    19.208
kronecker_1M_64.gen.el_gz     	    kern_rank_cud_wrp_col	  1	   821839	 57895400	 10	   103.276	     1.032	     0.000	  6682.626	     0.000	    19.208
kronecker_1M_64.gen.el_gz     	    kern_rank_cud_dyn_col	  1	   821839	 57895400	 10	    81.343	     1.030	     0.000	  4489.936	     0.000	    19.201
kronecker_1M_64.gen.el_gz     	    kern_rank_cud_lib_col	  1	   821839	 57895400	 10	   154.654	    12.145	     0.000	 10336.426	     0.000	    19.204
kronecker_1M_8.gen.el_gz      	    kern_rank_cpu_lib_col	  1	   546633	  8042733	 10	   379.572	     9.311	     0.000	 36960.142	     0.000	     0.000
kronecker_1M_8.gen.el_gz      	    kern_rank_omp_stp_col	  1	   546633	  8042733	 10	    41.716	     2.574	     0.000	  3837.580	     0.000	     0.000
kronecker_1M_8.gen.el_gz      	    kern_rank_omp_bin_col	  1	   546633	  8042733	 10	    35.784	     2.263	     0.000	  3276.459	     0.000	     0.000
kronecker_1M_8.gen.el_gz      	    kern_rank_cud_stp_col	  1	   546633	  8042733	 10	    22.250	     0.790	     0.000	  1466.510	     0.000	     2.985
kronecker_1M_8.gen.el_gz      	    kern_rank_cud_wrp_col	  1	   546633	  8042733	 10	    21.310	     0.797	     0.000	  1298.578	     0.000	     2.982
kronecker_1M_8.gen.el_gz      	    kern_rank_cud_dyn_col	  1	   546633	  8042733	 10	    15.054	     0.789	     0.000	   778.918	     0.000	     2.978
kronecker_1M_8.gen.el_gz      	    kern_rank_cud_lib_col	  1	   546633	  8042733	 10	    36.692	     0.919	     0.000	  2739.626	     0.000	     2.979
kronecker_250k_32.gen.el_gz   	    kern_rank_cpu_lib_col	  1	   196092	  7097005	 10	   294.747	     6.964	     0.000	 28742.921	     0.000	     0.000
kronecker_250k_32.gen.el_gz   	    kern_rank_omp_stp_col	  1	   196092	  7097005	 10	    27.959	     1.089	     0.000	  2649.795	     0.000	     0.000
kronecker_250k_32.gen.el_gz   	    kern_rank_omp_bin_col	  1	   196092	  7097005	 10	    23.824	     1.087	     0.000	  2237.579	     0.000	     0.000
kronecker_250k_32.gen.el_gz   	    kern_rank_cud_stp_col	  1	   196092	  7097005	 10	    16.284	     0.780	     0.000	  1041.802	     0.000	     2.444
kronecker_250k_32.gen.el_gz   	    kern_rank_cud_wrp_col	  1	   196092	  7097005	 10	    13.822	     0.778	     0.000	   795.720	     0.000	     2.445
kronecker_250k_32.gen.el_gz   	    kern_rank_cud_dyn_col	  1	   196092	  7097005	 10	    11.248	     0.777	     0.000	   538.971	     0.000	     2.445
kronecker_250k_32.gen.el_gz   	    kern_rank_cud_lib_col	  1	   196092	  7097005	 10	    23.144	     0.902	     0.000	  1538.760	     0.000	     2.444
kronecker_2M_32.gen.el_gz     	    kern_rank_cpu_lib_col	  1	  1431493	 61723089	 10	  2956.143	    65.202	     0.000	288944.845	     0.000	     0.000
kronecker_2M_32.gen.el_gz     	    kern_rank_omp_stp_col	  1	  1431493	 61723089	 10	   245.925	     4.851	     0.000	 23986.036	     0.000	     0.000
kronecker_2M_32.gen.el_gz     	    kern_rank_omp_bin_col	  1	  1431493	 61723089	 10	   239.398	     4.571	     0.000	 23360.276	     0.000	     0.000
kronecker_2M_32.gen.el_gz     	    kern_rank_cud_stp_col	  1	  1431493	 61723089	 10	   199.024	     1.725	     0.000	 15941.042	     0.000	    20.829
kronecker_2M_32.gen.el_gz     	    kern_rank_cud_wrp_col	  1	  1431493	 61723089	 10	   153.555	     1.726	     0.000	 11393.630	     0.000	    20.829
kronecker_2M_32.gen.el_gz     	    kern_rank_cud_dyn_col	  1	  1431493	 61723089	 10	   158.488	     1.722	     0.000	 11886.435	     0.000	    20.829
kronecker_2M_32.gen.el_gz     	    kern_rank_cud_lib_col	  1	  1431493	 61723089	 10	   281.513	    14.243	     0.000	 22619.685	     0.000	    20.832
kronecker_4M_32.gen.el_gz     	    kern_rank_cpu_lib_col	  1	  2768624	125214240	 10	  6294.913	   131.945	     0.000	616021.813	     0.000	     0.000
kronecker_4M_32.gen.el_gz     	    kern_rank_omp_stp_col	  1	  2768624	125214240	 10	   522.641	     8.602	     0.000	 51200.935	     0.000	     0.000
kronecker_4M_32.gen.el_gz     	    kern_rank_omp_bin_col	  1	  2768624	125214240	 10	   521.819	     8.641	     0.000	 51115.214	     0.000	     0.000
kronecker_4M_32.gen.el_gz     	    kern_rank_cud_stp_col	  1	  2768624	125214240	 10	   501.398	    18.247	     0.000	 42326.940	     0.000	    42.116
kronecker_4M_32.gen.el_gz     	    kern_rank_cud_wrp_col	  1	  2768624	125214240	 10	   402.361	    18.278	     0.000	 32422.649	     0.000	    42.115
kronecker_4M_32.gen.el_gz     	    kern_rank_cud_dyn_col	  1	  2768624	125214240	 10	   437.583	    18.274	     0.000	 35945.914	     0.000	    42.111
kronecker_4M_32.gen.el_gz     	    kern_rank_cud_lib_col	  1	  2768624	125214240	 10	   640.463	    26.671	     0.000	 53144.096	     0.000	    61.184
kronecker_500k_32.gen.el_gz   	    kern_rank_cpu_lib_col	  1	   380095	 14537692	 10	   635.174	    15.429	     0.000	 61914.321	     0.000	     0.000
kronecker_500k_32.gen.el_gz   	    kern_rank_omp_stp_col	  1	   380095	 14537692	 10	    56.498	     2.158	     0.000	  5367.702	     0.000	     0.000
kronecker_500k_32.gen.el_gz   	    kern_rank_omp_bin_col	  1	   380095	 14537692	 10	    54.946	     2.220	     0.000	  5206.696	     0.000	     0.000
kronecker_500k_32.gen.el_gz   	    kern_rank_cud_stp_col	  1	   380095	 14537692	 10	    31.528	     0.805	     0.000	  2109.875	     0.000	     4.963
kronecker_500k_32.gen.el_gz   	    kern_rank_cud_wrp_col	  1	   380095	 14537692	 10	    26.656	     0.800	     0.000	  1622.542	     0.000	     4.962
kronecker_500k_32.gen.el_gz   	    kern_rank_cud_dyn_col	  1	   380095	 14537692	 10	    21.017	     0.803	     0.000	  1059.301	     0.000	     4.959
kronecker_500k_32.gen.el_gz   	    kern_rank_cud_lib_col	  1	   380095	 14537692	 10	    44.971	     1.053	     0.000	  3072.272	     0.000	     4.962
powerlaw_1M_128.gen.el_gz     	    kern_rank_cpu_lib_col	  1	  1048576	134217728	 10	  6672.118	   136.431	     0.000	653374.610	     0.000	     0.000
